symptom_cui,disease_cui,symptom_name,disease_name
C0751188,C1302110,"Post-Dural Puncture Headaches; dural headaches post puncture; Post dural puncture headache; dural headache post puncture; post dural puncture headache; post-dural puncture headache; Headache, Post-Dural Puncture; Post Dural Puncture Headache; Post-Dural Puncture Headache; Post-dural puncture headache; Headaches, Post-Dural Puncture; PDPH - Post dural puncture headache; Post dural puncture headache (disorder); Postdural Puncture Headache; postdural puncture headache; Headaches, Postdural Puncture; Postdural Puncture Headaches; Headache, Postdural Puncture",Headache following myelography; Postmyelography headache; Headache following myelography (disorder); Headache post myelography; Post myelography headache
C0751191,C0393735,,"Headache Disorders; disorders headache; headache disorders; Headache disorder; disorders headaches; HEADACHE DISORDER; Headache Disorder; Cephalgia Syndromes; Cephalgia Syndrome; Headache Syndromes; headache syndromes; headache syndrome; headaches syndromes; headaches syndrome; Headache Syndrome; Syndrome, Headache; headache; syndrome; syndrome; headache; Headache disorder (disorder); headache syndromes (diagnosis)"
C0751295,C2316756,Memory Loss; loss; memory; MEMORY LOSS; Memory loss; memory loss; memory; loss; MEMORY LOSS OF; LOSS OF MEMORY; Loss of memory; Memory loss of; Memory Losses; Loss (of);memory; loss of memory; memory loss or impairment; memory; lack of; Lack (of);memory; lack of; memory; lack of memory,Organic amnesia of language; Organic amnesia of language (disorder); Organic amnestic language disorder
C0751409,C0154703,"Upper Extremity Paresis; extremity paresis upper; Extremity Pareses, Upper; Pareses, Upper Extremity; Upper Extremity Pareses; Extremity Paresis, Upper; Paresis, Upper Extremity; EXTREMITY MUSCLE WEAKNESS, UPPER; Monoparesis - arm; Weakness of arm; arms weakness; weakness arms; weakness arm; weakness of arms; Arm weakness; Weakness of arms; arm weakness; Weakness;arm; weakness in arm; Weakness of upper extremities; upper extremity weakness; UPPER EXTREMITY WEAKNESS; Brachial Paresis; Brachial Pareses; Pareses, Brachial; Paresis, Brachial; upper arm weakness (physical finding); Upper arm weakness; upper arm weakness; Paresis in arms; arm paresis; Monoparesis - arm (disorder); Upper limb paresis; weakness in arm (symptom)","Monoplegia of upper limb; monoplegia; upper limb; upper limb; monoplegia; upper extremity paralysis; EXTREMITY PARALYSIS, UPPER; UPPER EXTREMITY PARALYSIS; Paralysis of upper limb; Monoplegia of upper limb affecting unspecified side; Monoplegia of Upper Limb Affecting Unspecified Side; Paralysis arm; arm paralysis; Arm paralysis; arm; paralysis; paralysis; arm; paralysis of arm; Paralysis of arms; Monoplegia of upper limb (disorder); paralysis of arm (symptom)"
C0751460,C0034372,,"Quadriplegia; QUADRIPLEGIA; quadriplegia; QuaDriplegia; Quadriplegias; Quadraplegia; QUADRAPLEGIA; quadraplegia; Quadriplegia, unspecified; Tetraplegia, unspecified; Bilateral Diplegia; Tetraplegia; TETRAPLEGIA; tetraplegia; Tetraplegias; quadriplegia (symptom); Quadriplegia (disorder); Paralysis of all four limbs; limb; paralysis, all four; paralysis; limb, all four; quadriplegia (physical finding); quadriplegia was seen"
C0751460,C1290877,,Disorder of limb; Disorder of extremity; disorders extremities; disorders extremity; extremities disorders; EXTREMITIES DISORDERS; Disorder of limb (disorder); disease of extremity; disease extremities
C0751495,C0014544,,"Epilepsy; EPILEPSY; epilepsy; Epilepsies; Epilepsy, NOS; Epilepsy NOS; epilepsies; Seizure Disorder; disorder seizure; SEIZURE DISORDER; seizure disorder; Seizure disorder; disorder seizures; disorders seizures; disorders seizure; seizure disorders; Seizure Disorders; Seizure disorder NOS; epileptic seizure; Seizure;epileptic; Epileptic seizures, NOS; Epileptic seizures NOS; epileptic seizures; seizure epileptic; CLINICAL EPILEPSY DIAGNOSES; CLINICAL EPILEPTIC SYNDROMES AND SEIZURES; convulsions; epileptic; Epileptic convulsions, NOS; Epileptic convulsions NOS; convulsion epileptic; epileptic; convulsions; Epileptic disorder, NOS; disorders epileptic; Epileptic fits NOS; Epileptic fits, NOS; Epileptic fit; epileptic fits; epileptic fit; Epilepsy, unspecified; Epilepsy all types; Epileptic attack, NOS; attacks epileptic; epileptic attack; Seizure syndrome; syndrome seizure; seizure syndrome; seizures syndromes; seizures syndrome; Seizure Syndromes; EF - Epileptic fit; EP - Epilepsy; Epileptic; epileptic; epileptics; epilepsia; Seizure disorder (disorder); Epilepsy (disorder); disorder epilepsy; morbus; caducus; caducus; morbus; epilepsy; cerebral; cerebral; epileptic; epilepsy; cortical; epilepsy; fit; syndrome; epileptic; epileptic; syndrome; epilepsy (diagnosis); epilepsis; Types of epilepsy; epilepsy types"
C0751495,C0014547,,"Epilepsies, Partial; Epilepsy, Partial; Partial Epilepsy; Partial epilepsy; partial epilepsy; Epilepsy, partial NOS; epilepsy; partial; Partial Epilepsies; Epilepsy, Focal; Focal epilepsy; focal epilepsy; Epilepsy, focal; epilepsy focal; epilepsy; focal; Epilepsies, Focal; Focal Epilepsies; Focal epilepsy, NOS; Epilepsy, focal NOS; Focal Epilepsy; Epilepsy, Localization-Related; Localization related epilepsy; Localization-related epilepsy; epilepsy localization-related; epilepsy; localization-related; Epilepsies, Localization-Related; Localization-Related Epilepsies; LOCALIZATION-RELATED EPILEPSIES; Localization-related epilepsy, NOS; Localisation related epilepsy; Localisation-related epilepsy; Localization-Related Epilepsy; Local epilepsy; local epilepsy; Focal Seizure Disorder; SEIZURE DISORDER FOCAL; focal seizure disorder; Disorders, Focal Seizure; Focal Seizure Disorders; Seizure Disorders, Focal; Seizure Disorder, Focal; Seizure Disorder, Partial; partial seizure disorder; Disorders, Partial Seizure; Partial Seizure Disorders; Seizure Disorders, Partial; Partial Seizure Disorder; Localization-related epilepsy (diagnosis); Focal epilepsy (disorder); focal; epileptic; partial; epileptic"
C0751495,C0016399,,"Epilepsy, Partial, Motor; Epilepsy, motor partial; epilepsy; motor partial; Epilepsy, Motor Partial; Partial Epilepsy, Motor; Focal motor seizure; SEIZURE FOCAL MOTOR; focal motor seizure; Focal Motor Seizure; Focal motor seizure, NOS; focal motor seizures; Focal motor seizures; Focal seizure, motor; Partial motor attacks; Focal Motor Epilepsy; motor focal epilepsy; FOCAL MOTOR EPILEPSY; Epilepsy, focal motor NOS; Epilepsy, Focal Motor; Motor Epilepsy, Focal; Simple partial seizures with motor signs; Simple partial seizure with motor dysfunction; Partial motor seizures; Partial seizure, motor; Partial motor seizure; Partial Motor Seizure; motor partial seizure; Localized motor seizures; Localised motor seizure; Localized motor seizure; Localised motor seizures; Seizure Disorder, Partial, Motor; Motor Partial Seizure Disorder; Partial Seizure Disorder, Motor; Seizure Disorder, Motor; Motor Seizure Disorders; Seizure Disorders, Motor; Motor Seizure Disorder; Segmental motor seizure; FMS - focal motor seizure; Focal onset motor onset epileptic seizure (finding); Focal onset motor onset epileptic seizure; Focal-onset motor-onset epileptic seizure; Focal onset motor seizure; motor partial seizure (diagnosis)"
C0751495,C0085417,,"Epilepsy, Complex Partial; PARTIAL COMPLEX EPILEPSY; complex partial epilepsy; partial complex epilepsy; Complex partial epilepsy; Complex Partial Epilepsy; Partial Epilepsy, Complex; Epilepsy, Psychic Equivalent; Psychic Equivalent Epilepsy; Epilepsy, Psychomotor; Psychomotor epilepsy; PSYCHOMOTOR EPILEPSY; psychomotor epilepsy; EPILEPSY, PSYCHOMOTOR; Epilepsy, psychomotor; epilepsy psychomotor; epilepsy; psychomotor; Psychomotor Epilepsy; Complex Partial Seizure Disorder; partial complex seizure disorder; complex partial seizure disorder; Disorder, Complex Partial Seizures; Seizure Disorder, Complex Partial; epilepsy localization-related psychomotor; Psychomotor epilepsy (diagnosis); Psychomotor epilepsy (disorder); complex partial seizures; epileptic; seizure; epileptic, complex, partial; epilepsy; complex partial seizures; epilepsy; syndrome, with complex partial seizures; epilepsy; syndrome, complex partial seizures; syndrome; epileptic, with complex partial seizures; partial complex psychomotor seizure; partial complex psychomotor seizure (diagnosis)"
C0751495,C0085543,,"Epilepsia Partialis Continua; Epilepsia partialis continua; epilepsia partialis continua; Kojewnikov's Epilepsy; Kojewnikov's epilepsy; Kojewnikov Epilepsy; Epilepsy, Kojewnikov's; Kozhevnikov Syndrome; Kozhevnikov's Syndrome; Kojewnikoff's syndrome; Kojewnikow Syndrome; kojewnikow syndrome; Kojewnikow's Syndrome; Kojevnikov's Epilepsy; Kojevnikov's epilepsy; kojevnikov's epilepsy; Kojevnikov epilepsy; Kojevnikov Epilepsy; Kojevnikov's Epilepsies; Epilepsies, Kojevnikov's; Epilepsy, Kojevnikov's; Motor simple partial status; Focal status epilepticus; Kozhevnikov's epilepsia; Epilepsia partialis continua of Kojevnikov; Kojevnikov's epilepsia; Epilepsia partialis continua (disorder); epilepsia partialis continua (diagnosis); Epilepsia partialis continua [Kozhevnikof]"
C0751495,C0234974,,"Simple Partial Seizures; Seizures, simple partial; partial seizures simple; Partial seizures, simple; SIMPLE PARTIAL SEIZURES; simple partial seizures; Simple partial seizures; Simple partial seizure; simple partial seizure; partial simple seizure; Partial Seizures, Simple; Seizures, Simple Partial; Partial Seizures, Simple, Consciousness Preserved; Simple partial seizures with consciousness preserved; Epilepsy, partial NOS, without impairment of consciousness; Epilepsy, partial, without impairment of consciousness; Simple partial seizure, consciousness not impaired; Focal seizures without impairment of consciousness or awareness; Focal seizure without impairment of consciousness or awareness; Focal seizure with retained awareness; Focal aware seizure; Focal aware seizures; Focal-onset aware seizure; Focal onset aware seizure; Partial seizure with retained awareness; Partial seizure without impairment of awareness; Focal seizure without impairment of awareness; seizure partial (focal) simple; Seizure;focal;simple partial; simple partial focal seizure; FAS - focal aware seizure; Focal onset aware epileptic seizure (finding); Focal onset aware epileptic seizure; simple partial seizures; epileptic; seizure; epileptic, simple, partial; simple partial seizure (physical finding); simple partial seizure (diagnosis); simple partial seizure without impairment of consciousness (diagnosis); simple partial seizure without impairment of consciousness"
C0751495,C0270819,,"Reflex Epilepsy, Cursive (Running); Reflex Epilepsies, Cursive (Running); Cursive Reflex Epilepsies (Running); Cursive Reflex Epilepsy (Running); Epilepsy, Cursive Reflex (Running); Cursive Epilepsy; Epilepsy, cursive; Cursive epilepsy; cursive epilepsy; Epilepsies, Cursive; Epilepsy, Cursive; Running epilepsy; Epilepsy, running; running epilepsy; Cursive (running) epilepsy; cursive seizure; Cursive seizure; Cursive (running) epilepsy (disorder); cursive seizure (diagnosis)"
C0751495,C0270820,,"Gelastic Epilepsy; Epilepsy, gelastic; Gelastic epilepsy; Epilepsies, Gelastic; Gelastic Epilepsies; Gelastic seizure; gelastic seizure; gelastic seizures; Gelastic seizures; Focal emotional seizure with laughing; Focal onset emotional epileptic seizure with laughing (finding); Focal onset emotional epileptic seizure with laughing; Focal-onset emotional epileptic seizure with laughing; Focal onset emotional seizure with laughing; Focal gelastic seizure; gelastic seizure (diagnosis)"
C0751495,C0270822,,"Centrencephalic epilepsy; Centrencephalic absence; Absence, centrencephalic"
C0751495,C0270825,,"Visceral epilepsy; Epilepsy, visceral; epilepsy; visceral; Visceral epilepsy (disorder); visceral; epileptic"
C0751495,C0270847,,"Benign Focal Epilepsy, Childhood; Benign focal epilepsy of childhood; Childhood Benign Focal Epilepsy; Benign focal epilepsy of childhood (disorder)"
C0751495,C0270849,,Extratemporal epilepsy; Extratemporal Epilepsy; Extratemporal epilepsy (disorder)
C0751495,C0278188,,"Visual partial seizure; Seizure, visual, partial; Partial Seizure, Visual; Seizure, Visual Partial; Partial visual seizure; Visual Partial Seizure; Partial Seizures, Visual; Visual Partial Seizures; Visual auras; auras visual; VISUAL AURA; aura visual; visual aura; Visual aura; visual seizure; seizure visual; Focal visual seizure; Focal sensory seizure with visual features; Focal onset sensory epileptic seizure with visual symptoms; Focal-onset sensory epileptic seizure with visual symptoms; Focal onset visual seizure; Focal onset sensory epileptic seizure with visual symptoms (finding)"
C0751495,C0278192,,"Gustatory Partial Seizure; Seizure, gustatory, partial; Partial gustatory seizure; Gustatory partial seizure; Gustatory Partial Seizures; Partial Seizures, Gustatory; Partial Seizure, Gustatory; Seizure, Gustatory Partial; Taste hallucinations; Gustatory auras; Gustatory aura; Focal sensory gustatory seizure; Focal gustatory seizure; Focal sensory seizure with gustatory features; Focal onset gustatory seizure; Focal onset sensory epileptic seizure with gustatory symptoms; Focal-onset sensory epileptic seizure with gustatory symptoms; Focal onset sensory epileptic seizure with gustatory symptoms (finding)"
C0751495,C0278199,,"Partial seizure with impaired consciousness; Seizure, partial, with impaired consciousness"
C0751495,C0278202,,"Partial seizure with illusions and hallucinations; Seizure, partial, illusions, hallucinations"
C0751495,C0278203,,"Partial seizure with multiple symptoms; Seizure, partial, multiple symptoms"
C0751495,C0393720,,"Reflex Epilepsy, Photosensitive; Epilepsies, Photosensitive Reflex; Photosensitive Reflex Epilepsies; Reflex Epilepsies, Photosensitive; Epilepsy, Photosensitive Reflex; Photosensitive Reflex Epilepsy; Epilepsy, Photogenic; Photogenic epilepsy; photogenic epilepsy; Photosensitive Epilepsy; Photosensitive epilepsy; photosensitive epilepsy; Epilepsies, Photosensitive; Photosensitive Epilepsies; Epilepsy, Photosensitive; Photic epilepsy; photic epilepsy; Television epilepsy; television epilepsy; Photogenic epilepsy (disorder)"
C0751495,C0393733,,Non-convulsive simple partial status epilepticus; Non-convulsive simple partial status epilepticus (disorder)
C0751495,C0393734,,"Complex Partial Status Epilepticus; status; epilepticus, complex partial; Complex partial status epilepticus; Status Epilepticus, Complex Partial; Psychomotor status; Complex partial status epilepticus (diagnosis); seizure disorder complex partial status epilepticus; Complex partial status epilepticus (disorder); epilepsy; status, complex partial"
C0751495,C0422853,,"Olfactory seizure; Seizure, Olfactory; Olfactory Seizure; Olfactory Seizures; Seizures, Olfactory; Olfactory uncinate fit; Uncinate fit, olfactory; Olfactory auras; Olfactory aura; Focal olfactory seizure; Focal sensory seizure with olfactory features; Focal onset olfactory seizure; Focal onset sensory epileptic seizure with olfactory symptoms (finding); Focal onset sensory epileptic seizure with olfactory symptoms; Focal-onset sensory epileptic seizure with olfactory symptoms"
C0751495,C0751524,,"Simple Partial Status Epilepticus; Simple partial status epilepticus; Status Epilepticus, Simple Partial; Simple partial status epilepticus (disorder)"
