PMID,Sentence,MeSH Term Found,Title/Abstract
38275380,Unveiling Differential Responses of Granulocytes to Distinct Immunostimulants with Implications in Autoimmune Uveitis.,Uveitis,Title
38275380,"The involvement of these cells in the pathophysiology of autoimmune uveitis has become increasingly clear, yet their exact role remains elusive.",Uveitis,Abstract
38275380,We used an equine model for autoimmune-mediated recurrent pan-uveitis to investigate early responses of granulocytes in different inflammatory environments.,Uveitis,Abstract
38275380,"For this purpose, we performed differential proteomics on granulocytes from healthy and diseased horses stimulated with IL8, LPS, or PMA.",Disease,Abstract
38275380,"Compared to healthy horses, granulocytes from the recurrent uveitis model significantly changed the cellular abundance of 384 proteins, with a considerable number of specific changes for each stimulant.",Uveitis,Abstract
38275380,"This resulted in specific reaction patterns for each stimulant, with IL8 predominantly promoting Class I MHC-mediated antigen processing and presentation, LPS enhancing processes in phospholipid biosynthesis, and PMA, clearly inducing neutrophil degranulation.",Ranula,Abstract
38275380,"These findings shed light on the remarkably differentiated responses of neutrophils, offering valuable insights into their functional heterogeneity in a T-cell-driven disease.",Disease,Abstract
38275379,Age-related macular degeneration (AMD) is a progressive degenerative disease that affects the central part of the retina: the macula.,Disease,Abstract
38275377,Unlocking the Medicinal Mysteries: Preventing Lacunar Stroke with Drug Repurposing.,Stroke,Title
38275377,"Currently, only the general control of the risk factors is known to prevent lacunar cerebral infarction, but it is unknown which type of medication for controlling the risk factors has a causal relationship with reducing the risk of lacunar infarction.",Cerebral Infarction,Abstract
38275377,"To unlock this medical mystery, drug-target Mendelian randomization analysis was applied to estimate the effect of common antihypertensive agents, hypolipidemic agents, and hypoglycemic agents on lacunar stroke.",Stroke,Abstract
38275377,"Lacunar stroke data for the transethnic analysis were derived from meta-analyses comprising 7338 cases and 254,798 controls.",Stroke,Abstract
38275377,We have confirmed that genetic variants mimicking calcium channel blockers were found to most stably prevent lacunar stroke.,Stroke,Abstract
38275376,"Our research aims to investigate the relationship between sleep characteristics, cognitive impairments, genetic factors, and brain structure and function in OSA.",Tics,Abstract
38275375,Cellular Components of the Tumor Environment in Gliomas-What Do We Know Today?,Glioma,Title
38275375,"In this review, we present the current knowledge concerning all cellular components within the TEM in gliomas, focusing on their molecular properties, expression patterns and influence on the biological behavior of gliomas.",Glioma,Abstract
38275375,"Insight into the TEM of gliomas has expanded considerably in recent years, including many aspects that previously received only marginal attention, such as the phenomenon of phagocytosis of glioma cells by macrophages and the role of the thyroid-stimulating hormone on glioma growth.",Glioma,Abstract
38275374,This study investigates changes in cognitive function in patients with severe carotid stenosis who underwent carotid endarterectomy (CEA) and carotid stenting (CAS) over two decades.,Carotid Stenosis,Abstract
38275373,Automated identification of skin diseases based on deep learning (DL) has been applied to assist diagnosis.,Disease,Abstract
38275372,"Ionizing radiation-induced damage in cancer and normal cells leads to apoptosis and cell death, through the intracellular oxidative stress, DNA damage and disorders of their metabolism.",Death,Abstract
38275372,"Irradiation doses that do not lead to the death of tumor cells can result in the emergence of radioresistant clones of these cells due to the rearrangement of metabolism and the emergence of new mutations, including those in the genes responsible for DNA repair.",Death,Abstract
38275371,Switch-Independent 3A: An Epigenetic Regulator in Cancer with New Implications for Pulmonary Arterial Hypertension.,Hypertension,Title
38275371,"The role of SIN3a has been extensively investigated in the context of cancer, including melanoma, lung, and breast cancer.",Melanoma,Abstract
38275371,Our group is interested in defining the roles of SIN3a and its partners in pulmonary vascular disease.,Disease,Abstract
38275371,"Pulmonary arterial hypertension (PAH) is a multifactorial disease often described as a cancer-like disease and characterized by disrupted cellular metabolism, sustained vascular cell proliferation, and resistance to apoptosis.",Disease,Abstract
38275370,Advancements in Glioma Care: Focus on Emerging Neurosurgical Techniques.,Glioma,Title
38275370,"Despite significant advances in understanding the molecular pathways of glioma, translating this knowledge into effective long-term solutions remains a challenge.",Glioma,Abstract
38275370,"Indeed, gliomas pose a significant challenge to neurosurgical oncology because of their diverse histopathological features, genetic heterogeneity, and clinical manifestations.",Glioma,Abstract
38275370,"Relevant sections: This study focuses on glioma complexity by reviewing recent advances in their management, also considering new classification systems and emerging neurosurgical techniques.",Glioma,Abstract
38275370,"To bridge the gap between new neurosurgical approaches and standards of care, the importance of molecular diagnosis and the use of techniques such as laser interstitial thermal therapy (LITT) and focused ultrasound (FUS) are emphasized, exploring how the integration of molecular knowledge with emerging neurosurgical approaches can personalize and improve the treatment of gliomas.",Glioma,Abstract
38275369,"This link is based on the maintenance of a chronic low-grade inflammation, altered secretion of adipokines by the adipose tissue and development of sarcopenia.",Inflammation,Abstract
38275368,"This review extensively explores the most studied mechanisms of this therapy according to the etiopathogenesis of skin diseases: cellular proliferation, matrix formation, regulation of inflammation, angiogenesis, collagen synthesis, and the remodeling of new tissue.",Disease,Abstract
38275368,"Furthermore, recent reports with novel indications for PRP therapy are highlighted, and new potential pathways correlated with the pathogenesis of skin diseases are explored.",Disease,Abstract
38275367,"Notably, patellar chondropathy (PC) is among the most widespread conditions affecting joint structures, resulting in profound pain and disability.",Pain,Abstract
38275367,"These encompass lubrication, anti-inflammation, and stimulation of cellular behaviors linked to proliferation, differentiation, migration, and the release of essential growth factors.",Inflammation,Abstract
38275366,"The coronavirus disease 2019 (COVID-19) pandemic has presented a remarkable challenge to global health, sparking a surge in research aimed at understanding the multifaceted impacts of the virus [...].",Disease,Abstract
38275365,Kinesin-1 is crucial in various neurodegenerative diseases as it transports multiple cargoes along the microtubules (MT).,Disease,Abstract
38275364,Oxidative Stress and the Pathogenesis of Aortic Aneurysms.,Aneurysm,Title
38275364,Aortic aneurysms are responsible for significant morbidity and mortality.,Aneurysm,Abstract
38275364,"Despite their clinical significance, there remain critical knowledge gaps in the pathogenesis of aneurysm disease and the mechanisms involved in aortic rupture.",Aneurysm,Abstract
38275364,"This review will discuss current mechanisms of ROS in mediating aortic aneurysms, the failure of endogenous antioxidant systems in chronic vascular diseases, and their relation to the development of aortic aneurysms.",Aneurysm,Abstract
38275363,The Role of Macrophage Migration Inhibitory Factor (MIF) and D-Dopachrome Tautomerase (D-DT/MIF-2) in Infections: A Clinical Perspective.,Infections,Title
38275363,"Macrophage migration inhibitory factor (MIF) and its homolog, D-dopachrome tautomerase (D-DT), are cytokines that play critical roles in the immune response to various infectious diseases.",Disease,Abstract
38275363,"This review provides an overview of the complex involvement of MIF and D-DT in bacterial, viral, fungal, and parasitic infections.",Infections,Abstract
