symptom_cui|disease_cui|symptom_name|disease_name|icd9_code
C1288081|C0039584|Inflammatory testicular mass; Inflammatory testicular mass (disorder)|Testicular Diseases; testicular diseases; Disease, Testicular; Testicular Disease; Testicular disease; disease testicular; testicular disease; Diseases, Testicular; Disorder of testis; disorder of testis; TESTIS DISORDER; testis disorder; Disorder of testis, NOS; disorder testes; disorders testes; testes disorders; Testes Disorders; Testis disorder; testis; disorder; Testis--Diseases; Disease of testis; Disease of testis, NOS; Diseases of Testis; testis disease; Disorder testicle; DISORDER TESTICLE; disorders testicles; disorders testicle; Testicular disorder; TESTICULAR DISORDER; testicular disorder; Testicular Disorder; Testicular disorder, NOS; disorders testicular; Testicular disorder NOS; testicular disorders; Testicular Disorders; testis (excluding endocrine function); disease (or disorder); testis; Disorder of testis (disorder); disorder of testis (diagnosis)|6040 - Orchitis, epididymitis, and epididymo-orchitis, with abscess
C1290643|C0011346|Extrinsic staining of teeth associated with inadequate oral hygiene; Extrinsic staining of teeth due to inadequate oral hygiene; Extrinsic staining of teeth due to inadequate oral hygiene (disorder)|Dental Deposits; Dental deposits; Dental Deposit; Deposit, Dental; dental deposit; Deposits, Dental; Accretion on teeth; Accretions on teeth; Accretion on teeth, NOS; Accretions on tooth; Accretion on tooth; accretions; teeth; accretions on tooth; Materia Alba; Deposition on teeth; Deposition on teeth, NOS; deposition; teeth; Deposits on tooth; DEPOSITS TOOTH; Tooth deposit, NOS; Deposits tooth; Tooth deposit; teeth; deposit; Deposits [accretions] on teeth; Accretion on teeth (disorder); Accretion on tooth (disorder); accretions on tooth (diagnosis)|9073 - Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk
C1290643|C0553565|Extrinsic staining of teeth associated with inadequate oral hygiene; Extrinsic staining of teeth due to inadequate oral hygiene; Extrinsic staining of teeth due to inadequate oral hygiene (disorder)|Posteruptive color change of tooth; Posteruptive color change of tooth, NOS; Posteruptive colour change of tooth, NOS; Posteruptive colour change of tooth; change; color teeth, posteruptive; color; change teeth, posteruptive; teeth; change of color posteruptive; Posteruptive teeth staining; Posteruptive staining of tooth, NOS; Posteruptive staining of tooth; posteruptive staining of teeth; Posteruptive discoloration of tooth; Posteruptive discoloration of tooth, NOS; Posteruptive discolouration of tooth, NOS; Posteruptive discolouration of tooth; Posteruptive color change of tooth (disorder); Posteruptive teeth staining (disorder); Post eruptive color changes of teeth; Post eruptive colour changes of teeth; posteruptive staining of teeth (diagnosis)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C1290644|C0011346|Extrinsic staining of teeth associated with oral habits; Extrinsic staining of teeth due to oral habits (disorder); Extrinsic staining of teeth due to oral habits|Dental Deposits; Dental deposits; Dental Deposit; Deposit, Dental; dental deposit; Deposits, Dental; Accretion on teeth; Accretions on teeth; Accretion on teeth, NOS; Accretions on tooth; Accretion on tooth; accretions; teeth; accretions on tooth; Materia Alba; Deposition on teeth; Deposition on teeth, NOS; deposition; teeth; Deposits on tooth; DEPOSITS TOOTH; Tooth deposit, NOS; Deposits tooth; Tooth deposit; teeth; deposit; Deposits [accretions] on teeth; Accretion on teeth (disorder); Accretion on tooth (disorder); accretions on tooth (diagnosis)|9073 - Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk
C1290644|C0553565|Extrinsic staining of teeth associated with oral habits; Extrinsic staining of teeth due to oral habits (disorder); Extrinsic staining of teeth due to oral habits|Posteruptive color change of tooth; Posteruptive color change of tooth, NOS; Posteruptive colour change of tooth, NOS; Posteruptive colour change of tooth; change; color teeth, posteruptive; color; change teeth, posteruptive; teeth; change of color posteruptive; Posteruptive teeth staining; Posteruptive staining of tooth, NOS; Posteruptive staining of tooth; posteruptive staining of teeth; Posteruptive discoloration of tooth; Posteruptive discoloration of tooth, NOS; Posteruptive discolouration of tooth, NOS; Posteruptive discolouration of tooth; Posteruptive color change of tooth (disorder); Posteruptive teeth staining (disorder); Post eruptive color changes of teeth; Post eruptive colour changes of teeth; posteruptive staining of teeth (diagnosis)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C1290771|C0026636|Edema of oral vestibule; edema of oral vestibule; Oedema of oral vestibule; Edema of oral vestibule (disorder); Oral vestibular swelling; edema of oral vestibule (physical finding)|Mouth Diseases; mouth diseases; Mouth Disease; Disease, Mouth; mouth disease; Mouth--Diseases; Disease of mouth; Diseases, Mouth; Disorder of oral cavity; oral cavity disorder; Oral Cavity Disorder; Mouth disorder; mouth disorder; Mouth Disorders; Disorder of mouth; Oral Cavity Disease; Disease of oral cavity; disorder of upper digestive tract mouth; Disorder of mouth (diagnosis); Oral disorder; oral disorder; Oral Disorder; oral cavity disorder (diagnosis); Oral Disease; Disorder of mouth (disorder)|9766 - Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat
C1290771|C0029498|Edema of oral vestibule; edema of oral vestibule; Oedema of oral vestibule; Edema of oral vestibule (disorder); Oral vestibular swelling; edema of oral vestibule (physical finding)|Other and unspecified diseases of the oral soft tissues|5289 - Other and unspecified diseases of the oral soft tissues
C1290771|C1290849|Edema of oral vestibule; edema of oral vestibule; Oedema of oral vestibule; Edema of oral vestibule (disorder); Oral vestibular swelling; edema of oral vestibule (physical finding)|Disorder characterized by edema; disorder characterized by edema; Disorder characterised by oedema; disorder characterized by edema (diagnosis); Disorder characterized by edema (disorder)|5839 - Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
C1290771|C1302710|Edema of oral vestibule; edema of oral vestibule; Oedema of oral vestibule; Edema of oral vestibule (disorder); Oral vestibular swelling; edema of oral vestibule (physical finding)|Disorder of body cavity; Disorder of body cavity (disorder)|3094 - Adjustment disorder with mixed disturbance of emotions and conduct
C1301340|C0028992|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Omphalitis; omphalitis; Umbilical inflammation; Inflammation of umbilicus; Umbilicitis; Omphalitis (disorder); omphalitis (diagnosis)|5531 - Umbilical hernia without mention of obstruction or gangrene
C1301340|C0149797|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Umbilical granuloma; UMBILICAL GRANULOMA; umbilical granuloma; Umbilical Granuloma; granulomas umbilical; Umbilical granuloma (disorder); umbilicus; granuloma; Granuloma;umbilicus; granuloma; umbilicus; granuloma of umbilical cord (physical finding); granuloma of umbilical cord|6249 - Unspecified noninflammatory disorder of vulva and perineum
C1301340|C0159027|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Other specified conditions originating in the perinatal period|7712 - Other congenital infections specific to the perinatal period
C1301340|C0263112|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Abscess of umbilicus; Umbilical abscess; Abscess of umbilicus (disorder); navel; abscess|5531 - Umbilical hernia without mention of obstruction or gangrene
C1301340|C0263152|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Cellulitis of umbilicus; cellulitis of the umbilicus; cellulitis of the umbilicus (diagnosis); Cellulitis of umbilicus (disorder)|5531 - Umbilical hernia without mention of obstruction or gangrene
C1301340|C0263191|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Acute lymphangitis of umbilicus; lymphangitis acute of umbilicus; acute lymphangitis of umbilicus; acute lymphangitis of umbilicus (diagnosis); Acute lymphangitis of umbilicus (disorder)|4512 - Phlebitis and thrombophlebitis of lower extremities, unspecified
C1301340|C0269120|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Endometriosis of umbilicus; endometriosis of umbilicus; Endometriosis, umbilicus; Endometriosis of the umbilicus; endometriosis of umbilicus (diagnosis); Endometriosis of umbilicus (disorder); umbilical endometriosis; umbilical endometriosis (diagnosis)|6174 - Endometriosis of rectovaginal septum and vagina
C1301340|C0349493|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Umbilical sepsis; sepsis; umbilical; umbilical; sepsis; Umbilical sepsis NOS|7626 - Other and unspecified conditions of umbilical cord affecting fetus or newborn
C1301340|C0406616|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Skin disorder of umbilicus; Skin disorder of umbilicus (disorder)|7626 - Other and unspecified conditions of umbilical cord affecting fetus or newborn
C1301340|C1290864|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Disorder of abdomen; disorder of abdomen; Abdominal disorder; abdominal disorder; abdominal disorders; ABDOMINAL DISORDERS; disorder of abdomen (diagnosis); disease of abdomen; abdomen diseases; abdomen disease; Disorder of abdomen (disorder)|7936 - Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum
C1301340|C1301398|Disorder of umbilicus; problem with umbilicus; Problem;umbilicus; Disorder of umbilicus (disorder)|Disorder of neonatal umbilicus; neonatal disorders umbilicus; Disorder of neonatal umbilicus (diagnosis); Disorder of neonatal umbilicus (disorder)|7626 - Other and unspecified conditions of umbilical cord affecting fetus or newborn
C1304408|C0042109|Urticarial vasculitis; vasculitis urticarial; urticarial vasculitis; Urticarial vasculitis (disorder)|Urticaria; URTICARIA; urticaria; Urticarias; Urticaria NOS; urticaria nos; urticarias; Hives; HIVES; hives; Hive; hived; hive; hiving; Hives NOS; Urticaria, unspecified; Unspecified urticaria; welt; nettle rash; nettles rash; rash nettle; Urticarial rash; RASH URTICARIAL; Rash urticarial; urticarial rash; Urticated rash; urticarial; Urtication; Urticarial Wheals; Urticarial Wheal; Wheal, Urticarial; Wheals, Urticarial; Urticaria (morphologic abnormality); Urticaria (disorder); urticaria (diagnosis)|7083 - Dermatographic urticaria
C1304408|C0151436|Urticarial vasculitis; vasculitis urticarial; urticarial vasculitis; Urticarial vasculitis (disorder)|Vasculitis, Leukocytoclastic, Cutaneous; Cutaneous Leukocytoclastic Vasculitides; Leukocytoclastic Vasculitides, Cutaneous; Vasculitides, Cutaneous Leukocytoclastic; Cutaneous Leukocytoclastic Vasculitis; Leukocytoclastic Vasculitis, Cutaneous; Vasculitis, Cutaneous Leukocytoclastic; Allergic Cutaneous Angiitis; Allergic cutaneous angiitis; Allergic Cutaneous Angiitides; Angiitides, Allergic Cutaneous; Cutaneous Angiitides, Allergic; Angiitis, Allergic Cutaneous; Cutaneous Angiitis, Allergic; Allergic cutaneous arteriolitis; Benign leukocytoclastic vasculitis; Dermatitis nodularis necroticans; Gougerot-Ruiter syndrome; Hypersensitivity Angiitis; ANGIITIS, HYPERSENSITIVITY; angiitis; hypersensitivity; Hypersensitivity angiitis; HYPERSENSITIVITY ANGIITIS; hypersensitivity; angiitis; hypersensitivity angiitis; Angiitides, Hypersensitivity; Hypersensitivity Angiitides; Angiitis, Hypersensitivity; Allergic Cutaneous Vasculitis; Allergic cutaneous vasculitis; Allergic Cutaneous Vasculitides; Cutaneous Vasculitides, Allergic; Vasculitides, Allergic Cutaneous; Allergic Vasculitides, Cutaneous; Cutaneous Allergic Vasculitides; Vasculitides, Cutaneous Allergic; Cutaneous Vasculitis, Allergic; Vasculitis, Allergic Cutaneous; Allergic Vasculitis, Cutaneous; Cutaneous Allergic Vasculitis; Vasculitis, Cutaneous Allergic; Hypersensitivity Vasculitis; Hypersensitivity vasculitis; hypersensitivity vasculitis; Hypersensitivity Vasculitides; VASCULITIDES, HYPERSENSITIVITY; Vasculitides, Hypersensitivity; Vasculitis, Hypersensitivity; Allergic vasculitis; VASCULITIS ALLERGIC; VASCULITIS, ALLERGIC; Vasculitis, allergic; Vasculitis allergic; vasculitis; allergic; allergic; vasculitis; Leukocytoclastic angiitis; ANGIITIS, LEUKOCYTOCLASTIC; Leucocytoclastic angiitis; Leukocytoclastic vasculitis; VASCULITIS, LEUKOCYTOCLASTIC; Leucocytoclastic vasculitis; Hypersensitivity angiitis, unspecified; Maladie trisymptome; Trisymptome; VASCULITIS NONSPECIFIC ALLERGIC HYPERSENSITIVITY VASCULITIS; VASCULITIS NONSPECIFIC ALLERGIC <HYPERSENSITIVITY VASCULITIS>; Hypersensitivity angiitis syndrome; Cutaneous small vessel vasculitis; Cutaneous hypersensitivity vasculitis; Cutaneous leukocytoclastic angiitis (disorder); Hypersensitivity angiitis (disorder); hypersensitivity angiitis (diagnosis); hypersensitivity vasculitis (diagnosis); Cutaneous Leukocytoclastic Angiitis; Cutaneous leukocytoclastic angiitis; Angiitides, Cutaneous Leukocytoclastic; Cutaneous Leukocytoclastic Angiitides; Leukocytoclastic Angiitides, Cutaneous; Cutaneous leucocytoclastic angiitis; Angiitis, Cutaneous Leukocytoclastic; Leukocytoclastic Angiitis, Cutaneous|0903 - Syphilitic interstitial keratitis
C1304408|C0301918|Urticarial vasculitis; vasculitis urticarial; urticarial vasculitis; Urticarial vasculitis (disorder)|Hypersensitivity reaction mediated by immune complex; Type III Hypersensitivity; Gell and Coombs reaction type III; Type III reaction (Gell and Coombs); Type III reaction; Hypersensitivity reaction type III; Type III Hypersensitivity Reaction; Type III hypersensitivity reaction; Type 3 hypersensitivity reaction; Type 3 Hypersensitivity Reaction; Hypersensitivity reaction mediated by immune complex (disorder)|4788 - Upper respiratory tract hypersensitivity reaction, site unspecified
