PMID,Sentence,Found Terms,Classification
38322185,"Acute respiratory distress syndrome (ARDS) is a severe, life-threatening medical condition characterized by poor oxygenation due to non-compliant lungs secondary diffuse alveolar damage.",Severe Acute Respiratory Syndrome,Disease
38322185,"Acute respiratory distress syndrome (ARDS) is a severe, life-threatening medical condition characterized by poor oxygenation due to non-compliant lungs secondary diffuse alveolar damage.",Respiratory Distress Syndrome,Disease
38322185,"Acute respiratory distress syndrome (ARDS) is a severe, life-threatening medical condition characterized by poor oxygenation due to non-compliant lungs secondary diffuse alveolar damage.",Syndrome,Disease
38322152,Multimodal Gated Mixture of Experts Using Whole Slide Image and Flow Cytometry for Multiple Instance Learning Classification of Lymphoma.,Flow Cytometry,Unknown
38322152,Multimodal Gated Mixture of Experts Using Whole Slide Image and Flow Cytometry for Multiple Instance Learning Classification of Lymphoma.,Learning,Unknown
38322152,Multimodal Gated Mixture of Experts Using Whole Slide Image and Flow Cytometry for Multiple Instance Learning Classification of Lymphoma.,Image Cytometry,Unknown
38322152,Multimodal Gated Mixture of Experts Using Whole Slide Image and Flow Cytometry for Multiple Instance Learning Classification of Lymphoma.,Lymphoma,Unknown
38322152,"In this study, we present a deep-learning-based multimodal classification method for lymphoma diagnosis in digital pathology, which utilizes a whole slide image (WSI) as the primary image data and flow cytometry (FCM) data as auxiliary information.",Flow Cytometry,Unknown
38322152,"In this study, we present a deep-learning-based multimodal classification method for lymphoma diagnosis in digital pathology, which utilizes a whole slide image (WSI) as the primary image data and flow cytometry (FCM) data as auxiliary information.",Image Cytometry,Unknown
38322152,"In this study, we present a deep-learning-based multimodal classification method for lymphoma diagnosis in digital pathology, which utilizes a whole slide image (WSI) as the primary image data and flow cytometry (FCM) data as auxiliary information.",Diagnosis,Unknown
38322152,"In this study, we present a deep-learning-based multimodal classification method for lymphoma diagnosis in digital pathology, which utilizes a whole slide image (WSI) as the primary image data and flow cytometry (FCM) data as auxiliary information.",Lymphoma,Unknown
38322152,"In pathological diagnosis of malignant lymphoma, FCM serves as valuable auxiliary information during the diagnosis process, offering useful insights into predicting the major class (superclass) of subtypes.",Diagnosis,Unknown
38322152,"In pathological diagnosis of malignant lymphoma, FCM serves as valuable auxiliary information during the diagnosis process, offering useful insights into predicting the major class (superclass) of subtypes.",Lymphoma,Unknown
38322152,"It is anticipated that by targeting a larger number of classes and increasing the number of expert networks, the proposed method could be effectively applied to the real problem of lymphoma diagnosis.",Diagnosis,Unknown
38322152,"It is anticipated that by targeting a larger number of classes and increasing the number of expert networks, the proposed method could be effectively applied to the real problem of lymphoma diagnosis.",Lymphoma,Unknown
38322132,"Local allergic rhinitis has been recognized and treated for many years, so it is not a new discovery.",Rhinitis,Disease
38322132,"Local allergic rhinitis has been recognized and treated for many years, so it is not a new discovery.",Rhinitis,Disease
38322132,"Local allergic rhinitis has been recognized and treated for many years, so it is not a new discovery.",Allergic,Unknown
38322132,"The nasal provocation test, which was introduced in the 1980s, was critical in identifying allergic rhinitis cases with suggestive symptoms but negative allergy tests.",Rhinitis,Disease
38322132,"The nasal provocation test, which was introduced in the 1980s, was critical in identifying allergic rhinitis cases with suggestive symptoms but negative allergy tests.",Nasal Provocation Tests,Unknown
38322132,"The nasal provocation test, which was introduced in the 1980s, was critical in identifying allergic rhinitis cases with suggestive symptoms but negative allergy tests.",Rhinitis,Disease
38322132,"The nasal provocation test, which was introduced in the 1980s, was critical in identifying allergic rhinitis cases with suggestive symptoms but negative allergy tests.",Allergic,Unknown
38322131,POs that can measure activities as well as pulse rate and oxygen saturation as proxies of cardio-vascular and respiratory function are now being introduced to the market.,Respiratory Rate,Unknown
38322131,POs that can measure activities as well as pulse rate and oxygen saturation as proxies of cardio-vascular and respiratory function are now being introduced to the market.,Pulse,Unknown
38322130,Diagnosis of amyotrophic lateral sclerosis by respiratory function test.,Diagnosis,Unknown
38322130,Diagnosis of amyotrophic lateral sclerosis by respiratory function test.,Sclerosis,Unknown
38322130,Diagnosis of amyotrophic lateral sclerosis by respiratory function test.,Amyotrophic Lateral Sclerosis,Disease
38322130,"The diagnostic criterion for amyotrophic lateral sclerosis (ALS) based on the findings of concomitant clinical and electrophysiological evidence of upper and lower motor neuron involvement may remain unsatisfied for months and in some patients, even for years in the early stage of the disease.",Disease,Disease
38322130,"The diagnostic criterion for amyotrophic lateral sclerosis (ALS) based on the findings of concomitant clinical and electrophysiological evidence of upper and lower motor neuron involvement may remain unsatisfied for months and in some patients, even for years in the early stage of the disease.",Motor Neuron Disease,Disease
38322130,"The diagnostic criterion for amyotrophic lateral sclerosis (ALS) based on the findings of concomitant clinical and electrophysiological evidence of upper and lower motor neuron involvement may remain unsatisfied for months and in some patients, even for years in the early stage of the disease.",Sclerosis,Unknown
38322130,"The diagnostic criterion for amyotrophic lateral sclerosis (ALS) based on the findings of concomitant clinical and electrophysiological evidence of upper and lower motor neuron involvement may remain unsatisfied for months and in some patients, even for years in the early stage of the disease.",Amyotrophic Lateral Sclerosis,Disease
38322130,"Since respiratory involvement is an onset symptom of ALS in only 1-3% of patients, pulmonary assessment has never been considered useful in the early diagnosis of ALS.",Symptom Assessment,Unknown
