PMID,Sentence,Found Terms
38279502,"These factors activate cell mechanisms, such as DNA damage, oxidative stress, endoplasmic reticulum stress, autophagy, inflammation, and cell death.","Inflammation, Death"
38279500,Increased risk of ovarian and breast malignancies in women with polycystic ovary syndrome: a review article.,"Polycystic Ovary Syndrome, Syndrome"
38279500,"Polycystic ovary syndrome (PCOS) is one of the common abnormalities in 5 to 8% of reproductive-age women, which is associated with high levels of androgens and polycystic ovaries.","Polycystic Ovary Syndrome, Syndrome"
38279500,A clear connection between the level of sex hormones and some women's cancers and infertility abnormalities has been identified.,"Infertility, Sex"
38279499,A recent study focused on molecular pathways involved in colon cancer carcinogenesis to improve cancer diagnosis and treatment to identify new biomarkers.,"Diagnosis, Carcinogenesis"
38279498,Serum inflammatory factors such as MMP-9 are associated with post-percutaneous transluminal angioplastyacute myocardial infarction in coronary heart disease patients complicated by lower extremity arteriosclerosis obliterans.,"Arteriosclerosis Obliterans, Disease, Myocardial Infarction, Coronary Disease, Infarction, Arteriosclerosis"
38279498,"This clinical study mainly analyzed the correlation of changes in serum inflammatory factors (IFs), such as matrix metalloproteinase (MMP)-9, hypersensitive C-reactive protein (hs-CRP), tumor necrosis factor (TNF)-α, and interleukin (IL)-6 with post-percutaneous transluminal angioplasty (PTA)acute myocardial infarction (AMI) in coronary heart disease (CHD)patients complicated by lower extremity arteriosclerosis obliterans (ASO).","Arteriosclerosis Obliterans, Disease, Myocardial Infarction, Coronary Disease, Acute Disease, Infarction, Arteriosclerosis, Necrosis"
38279495,Ankylosing spondylitis (AS) is an autoimmune inflammatory disease associated with joint inflammation and destruction.,"Disease, Spondylitis, Inflammation"
38279495,"Thus, we aimed to confirm the inhibitory effect of isofraxidin, a herbal extract, on pathological osteogenesis in ankylosing spondylitis to better treat patients affected by the disease.","Disease, Spondylitis, Osteogenesis, Spondylitis, Ankylosing"
38279495,Isofraxidin inhibits MC3T3-E1 subclone 14 proliferation and differentiation and may be considered a potential drug therapy for treating pathological osteogenesis in ankylosing spondylitis.,"Spondylitis, Osteogenesis"
38279493,"Results showed that as against the Model group, the body weight and survival rate of mice treated with phellopterin were increased, the disease activity index, hematochezia rate, and tumor formation rate were decreased, the colon length was increased, and the number of tumors and spleen index were decreased (P<0.05).","Body Weight, Disease"
38279492,Atopic dermatitis (AD) is a common chronic skin inflammation.,"Inflammation, Dermatitis"
38279492,"It was to screen differentially expressed genes (DEGs) and related biological functional pathways in atopic dermatitis (AD) by bioinformatics methods, and to understand the pathogenesis of AD.","Dermatitis, Dermatitis, Atopic"
38279491,Effect of preoperative intensive statin on the efficacy and inflammatory response of acute ST-segment elevation myocardial infarction after emergency percutaneous coronary intervention.,"Myocardial Infarction, Infarction"
38279491,90 patients with ST-segment elevation myocardial infarction (STEMI) undergoing emergency percutaneous coronary intervention (PCI) were enrolled.,"Myocardial Infarction, Infarction"
38279490,"According to the prognosis, they were divided into survival group (SUG) (n = 170) and death group (DEG) (n = 98).","Prognosis, Death"
38279489,"Correlations of GGT, Hcy and ABI with carotid atherosclerosis in essential hypertension patients.","Hypertension, Essential Hypertension, Atherosclerosis"
38279489,"This study was to explore the correlations of glutamyltransferase (GGT), homocysteine (Hcy) and ankle-brachial index (ABI) with the onset of cervical atherosclerosis (CAS) in essential hypertension (EH) patients.","Hypertension, Essential Hypertension, Atherosclerosis"
38279487,The expression of peripheral blood inflammatory factors in patients with acute ischemic stroke and its correlation with patients' prognosis.,"Ischemic Stroke, Prognosis, Stroke"
38279487,This study aimed to determine the neutrophil/lymphocyte ratio (NLR) and platelet/lymphocyte ratio (PLR) in patients with acute ischemic stroke (AIS) and their correlation with the patients' prognosis.,"Ischemic Stroke, Prognosis, Stroke"
38279487,"In conclusion, NLR and PLR have certain predictive values for the prognosis of AIS patients who received thrombolytic therapy, and they can serve as indicators for disease monitoring and prognosis evaluation of AIS patients.","Disease, Prognosis"
38279486,"Correlation between parathyroid function and serum levels of 1,25(OH)2D3, serum phosphorus, and parathyroid hormone after surgery for papillary thyroid carcinoma.","Carcinoma, Carcinoma, Papillary"
38279486,"113 patients with papillary thyroid carcinoma (PTC) were enrolled, including 75 patients with lowered PTF (70 patients with temporary (temporary reduction group) and 5 patients with permanent (permanent reduction group)) and 38 patients with normal PTF (normal group).","Carcinoma, Carcinoma, Papillary"
38279485,The results revealed that Gal-9 noticeably prolonged the survival of the allogeneic skin graft and ameliorated the damage caused by acute immune rejection.,"Graft Survival, Graft Rejection"
38279483,Immunomodulatory effect and molecular mechanism of deoxyribonucleic acid receptor toll-like receptor 9 signaling pathway on newborn babies with acute lung injury.,"Acute Lung Injury, Lung Injury"
38279483,"This work was to demonstrate the immunomodulatory effect of toll-like receptor 9 (TLR9) signaling on newborn babies with acute lung injury (ALI) and the mechanism of TLR9 in vivo, so as to provide experimental basis for clinical treatment of newborn babies with ALI.","Acute Lung Injury, Lung Injury"
38279483,"The immunohistochemistry (IHC) method was applied to detect the protein expression of TLR9-myeloid differentiation factor 88 (MyD88) signaling in lung tissue, and the number of T cell subsets (CD3+, CD4+, and CD8+) was detected by flow cytometry.","Flow Cytometry, Immunohistochemistry"
38279482,Prognosis and immunotherapy significances of a cancer-associated fibroblasts-related gene signature in lung adenocarcinoma.,"Adenocarcinoma, Prognosis, Adenocarcinoma of Lung"
38279482,"Cells associated with cancer (CAFs) contribute significantly to the stroma of a tumor microenvironment (TME), which is related to the occurrence, treatment, and prognosis of lung adenocarcinoma (LUAD).","Adenocarcinoma, Prognosis, Adenocarcinoma of Lung"
38279482,"The Cox independent prognosis revealed the RiskScore and Stage were the two LUAD independent prognosis factors Moreover, 11 types of immune cells (memory B cells, resting natural killer cells (NK cells), Eosinophils, Macrophages M0, CD4 memory resting T cells, CD4 memory activated T cells, resting Mast cells, naive B cells, T cells regulatory (Tregs), neutrophils, and plasma cell), and 18 human leukocyte antigen (HLA) genes were different with the two risk groups.","Prognosis, Memory"
38279480,Meta-analysis of decitabine pretreatment-based allogeneic hematopoietic stem cell transplantation affecting transplantation-related complications and prognosis in patients with malignant hematological disease.,"Disease, Prognosis"
38279480,"Malignant hematological diseases (MHD) are a kind of bone marrow hematopoietic system disease caused by malignant clonal proliferation, including leukemia, lymphoma, myelodysplastic syndrome, etc.","Leukemia, Disease, Bone Diseases, Bone Marrow Diseases, Lymphoma, Syndrome"
38279479,"In conclusion, both vitamin D deficiency and high uric acid levels were associated with an increased risk of PEW in MHD patients, and low vitamin D and high uric acid levels had a summative interaction with protein-energy expenditure risk.","Vitamin D Deficiency, Vitamin A Deficiency"
38279478,"Therefore, with the hypothesis that the level of expression of inflammatory genes in peripheral blood monocytes of patients with colon cancer is different from that of healthy people, this research was done to find out the role of inflammation in the development of colon cancer by relying on its immunopathological profile to help diagnose it in the early stages.","Role, Inflammation"
38279478,"Considering the significant changes in TLR4, TLR2, and NOS2 gene expression in monocytes of patients with grade II colon cancer and the role of inflammatory reactions in the development of this cancer, these findings can be used to diagnose and determine the prognosis.","Role, Prognosis"
38279476,"It collected body weight changes before and after modeling of two groups of rats and serum samples and detected fasting blood glucose, total cholesterol, triglycerides, AGR2, and diamine oxidase (DAO) concentrations.","Body Weight, Body Weight Changes, Fasting"
38279476,"Results showed that when the two groups of mice were fed for 8 weeks, their body weight, fasting blood glucose, total cholesterol, and triglycerides all met the characteristics of an HFD mouse model, and the model was successfully established.","Body Weight, Fasting"
38279475,This study aimed to investigate the link between COL1A1 production and colorectal carcinoma and assess the value of prognosis and immunotherapy.,"Carcinoma, Prognosis"
38279474,"In conclusion, COVID-19 may cause a decrease in the number of lymphocytes, and the decrease in the number of lymphocytes and T-lymphocyte subsets may predict the severity of the disease.","Disease, COVID-19"
38279472,"Hepatocellular carcinoma (HCC) is a familiar malignant tumor, and cepharanthine (CEP) was proven to prevent the malignant activity of multiple cancer cells, including HCC.","Carcinoma, Carcinoma, Hepatocellular"
